"category","repository","url","description","access","research_snapshot","platforms","platform_notes","platform_source","platform_checked_at","stars","last_pushed_at","metadata_checked_at"
"Fusion, motion graphics, visual effects, and package management","brunocbreis/SS-CompScript","https://github.com/brunocbreis/SS-CompScript","In-composition SplitScreener interface for arranging Fusion split-screen layouts. Beta documentation targets Resolve/Fusion 18.","Public","2026-09-06","Windows;macOS","","https://github.com/brunocbreis/SS-CompScript#readme","2026-09-06","11","2022-08-11T22:57:03Z","2026-09-15T05:06:04.860Z"
"Developer libraries and scripting references","brunocbreis/pysion","https://github.com/brunocbreis/pysion","Python framework for generating Fusion compositions from dictionaries and reusable constructs.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/brunocbreis/pysion#readme","2026-09-06","26","2023-09-18T14:19:50Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Spicy-Acorn/fusiontext","https://github.com/Spicy-Acorn/fusiontext","Fusion Fuse nodes for string creation, joining, formatting, and length operations.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/Spicy-Acorn/fusiontext#readme","2026-09-06","11","2021-03-10T22:29:53Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Spicy-Acorn/fusionjson","https://github.com/Spicy-Acorn/fusionjson","Fusion nodes for JSON file reading, writing, and value manipulation.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/Spicy-Acorn/fusionjson#readme","2026-09-06","9","2020-03-30T20:37:44Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Spicy-Acorn/fusionmatrix","https://github.com/Spicy-Acorn/fusionmatrix","Fusion matrix-math Fuse library; requires the separate lua-matrix dependency.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/Spicy-Acorn/fusionmatrix#readme","2026-09-06","7","2020-04-06T12:31:05Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Spicy-Acorn/fusionnumber","https://github.com/Spicy-Acorn/fusionnumber","Fusion numeric arithmetic nodes exposed as a Fuse library.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/Spicy-Acorn/fusionnumber#readme","2026-09-06","6","2020-11-24T23:50:52Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Spicy-Acorn/fusionvector","https://github.com/Spicy-Acorn/fusionvector","Fusion vector-math nodes; requires the FusionMatrix dependency.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/Spicy-Acorn/fusionvector#readme","2026-09-06","4","2020-03-30T21:27:29Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","andrewbry/DasGrainFusion","https://github.com/andrewbry/DasGrainFusion","Experimental Fusion port of DasGrain. Incomplete features and known analysis/Lua issues remain.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/andrewbry/DasGrainFusion#readme","2026-09-06","8","2025-12-24T13:15:38Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","bryab/fusion-for-cartoons","https://github.com/bryab/fusion-for-cartoons","Fusion macros for cartoon and animation compositing, including procedural rim-light masks.","Public","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/bryab/fusion-for-cartoons#readme","2026-09-06","6","2025-06-17T15:09:55Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","fabiof17/Fusion-tools","https://github.com/fabiof17/Fusion-tools","Fusion macros including color compression and expansion helpers.","Public","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/fabiof17/Fusion-tools#readme","2026-09-06","15","2020-12-09T09:04:10Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","hiroshisaito/HS_fusionTools","https://github.com/hiroshisaito/HS_fusionTools","Environment relighting and latlong/angular image-mapping macros.","Free","2026-09-06","Windows;macOS;Linux","Tested in Fusion 16; upstream describes Resolve compatibility as probable, not verified.","https://github.com/hiroshisaito/HS_fusionTools#readme","2026-09-06","9","2020-03-08T09:52:25Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Microck/boilify","https://github.com/Microck/boilify","Line-boil OpenFX effect for hand-drawn jitter. Resolve Studio 20+ documented.","Free","2026-09-06","Windows;macOS;Linux","","https://github.com/Microck/boilify#readme","2026-09-06","9","2026-07-15T10:57:42Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","purzbeats/purzos-ofx","https://github.com/purzbeats/purzos-ofx","Purzos collection of retro, analog, glitch, CRT, and VHS OpenFX effects.","Free; MIT stated upstream","2026-09-06","Windows;macOS;Linux","Windows/Linux x64 and macOS ARM64 packages; macOS builds are unsigned.","https://github.com/purzbeats/purzos-ofx#readme","2026-09-06","24","2026-07-10T16:44:57Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","MoazElgabry/ME_OpenDRT-OFX","https://github.com/MoazElgabry/ME_OpenDRT-OFX","OpenDRT 1.1 port to OpenFX with UI controls and presets.","Free","2026-09-06","Windows;macOS;Linux","GPU backend varies by OS; macOS Intel and Apple Silicon documented.","https://github.com/MoazElgabry/ME_OpenDRT-OFX#readme","2026-09-06","12","2026-07-12T07:12:00Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Demystify-Color/DMC-BaldavengerOFX-MacOSarm64","https://github.com/Demystify-Color/DMC-BaldavengerOFX-MacOSarm64","Baldavenger OpenFX collection rebuilt as macOS universal binaries. A distinct distribution port of the original plugins.","Free","2026-09-06","macOS","Intel and Apple Silicon universal builds.","https://github.com/Demystify-Color/DMC-BaldavengerOFX-MacOSarm64#readme","2026-09-06","13","2026-05-28T12:27:53Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","ciqueira/ColorEqualizer","https://github.com/ciqueira/ColorEqualizer","Ten-band hue, saturation, and brightness OpenFX equalizer inspired by darktable. Requires a free GitHub-linked activation key through MCNexus.","Free; source-available, activation required","2026-09-06","Windows;macOS","Windows x64 and macOS Intel/Apple Silicon documented.","https://github.com/ciqueira/ColorEqualizer#readme","2026-09-06","9","2026-09-14T18:55:21Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","murtazatunio/lenscorrect-ofx","https://github.com/murtazatunio/lenscorrect-ofx","Lensfun/DNG-based lens distortion, vignetting, and lateral chromatic-aberration correction OpenFX.","Free","2026-09-06","macOS","macOS 12+ on Apple Silicon only; Windows is planned.","https://github.com/murtazatunio/lenscorrect-ofx#readme","2026-09-06","9","2026-07-21T20:43:14Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","LudwigKienle/buckswood-post-plugins","https://github.com/LudwigKienle/buckswood-post-plugins","Buckswood OpenFX/DCTL collection for lens effects, film emulation, cinematic effects, and debanding. Check current public release assets.","Free; original code MIT, third-party terms separate","2026-09-06","Windows;macOS","Resolve build targets documented; Linux references apply to Baselight, not confirmed Resolve support.","https://github.com/LudwigKienle/buckswood-post-plugins#readme","2026-09-06","7","2026-08-11T12:34:54Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","lightsailvr/ResolveOFX_NDIOutput","https://github.com/lightsailvr/ResolveOFX_NDIOutput","NDI HDR network-video output through OpenFX. Resolve 17+; building from source requires the NDI Advanced SDK.","Free; SDK terms separate","2026-09-06","Windows;macOS","Windows 10/11 x64; macOS 13+ Intel/Apple Silicon.","https://github.com/lightsailvr/ResolveOFX_NDIOutput#readme","2026-09-06","6","2026-09-02T00:55:43Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","oliwiergesla/editorscripts","https://github.com/oliwiergesla/editorscripts","Lua workflow suite for marker reports, stills, renaming, reframing, nodes, settings, and script launching. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","Linux is explicitly untested.","https://github.com/oliwiergesla/editorscripts#readme","2026-09-06","0","2026-08-06T23:33:40Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","tonyflo/videoflo","https://github.com/tonyflo/videoflo","Python helpers for organizing and automating YouTube video production in Resolve.","Public","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/tonyflo/videoflo#readme","2026-09-06","95","2022-11-04T16:12:00Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","deric/DaVinciResolve-metadata","https://github.com/deric/DaVinciResolve-metadata","Synchronize camera EXIF metadata into the Resolve Media Pool using ExifTool.","Free","2026-09-06","Windows;macOS;Linux","","https://github.com/deric/DaVinciResolve-metadata#readme","2026-09-06","70","2025-10-13T08:04:47Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","Poechant/davinci-resolve-cli","https://github.com/Poechant/davinci-resolve-cli","Command-line control of Resolve projects, media, timelines, and rendering. Resolve 18+; Studio recommended.","Free","2026-09-06","Windows;macOS;Linux","macOS is the primary verified environment; Windows/Linux real-Resolve smoke tests remain pending; Linux needs Studio.","https://github.com/Poechant/davinci-resolve-cli#readme","2026-09-06","52","2026-05-22T03:59:59Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ambustion/Useful.Resolve","https://github.com/ambustion/Useful.Resolve","Colorist workflow helpers including gallery still capture at markers. Legacy Python 3.6-era setup.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/ambustion/Useful.Resolve#readme","2026-09-06","23","2022-01-22T19:04:15Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ambustion/CDL2Resolve","https://github.com/ambustion/CDL2Resolve","Import folders of CDL color decisions into a Resolve timeline.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/ambustion/CDL2Resolve#readme","2026-09-06","6","2021-06-02T14:45:02Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ambustion/BSafe_Resolve","https://github.com/ambustion/BSafe_Resolve","Scan rendered video for broadcast-safe exceptions and generate reports, markers, and previews.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/ambustion/BSafe_Resolve#readme","2026-09-06","7","2020-12-29T17:07:39Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","in03/snapper","https://github.com/in03/snapper","Timeline snapshot utility using the Resolve scripting API. Studio with local scripting; current documentation targets Resolve 18.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/in03/snapper#readme","2026-09-06","8","2026-09-14T20:09:42Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","bryanrandell/DaVinci-Resolve-Timeline-Utility","https://github.com/bryanrandell/DaVinci-Resolve-Timeline-Utility","List, filter, and switch Resolve timelines. Documentation targets Resolve 17 and FFmpeg 5.0.","Free","2026-09-06","Windows;macOS","","https://github.com/bryanrandell/DaVinci-Resolve-Timeline-Utility#readme","2026-09-06","22","2022-11-05T12:58:35Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","bryanrandell/DaVinci-Resolve-LUT-Explorer","https://github.com/bryanrandell/DaVinci-Resolve-LUT-Explorer","Preview LUTs on current footage through a dedicated explorer. Upstream specifies Resolve 17.x only.","Free","2026-09-06","Windows;macOS","","https://github.com/bryanrandell/DaVinci-Resolve-LUT-Explorer#readme","2026-09-06","18","2021-12-16T01:11:48Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","neezr/Auto-Rename-for-DaVinci-Resolve","https://github.com/neezr/Auto-Rename-for-DaVinci-Resolve","Auto-rename Fusion MediaIn, Background, Text, and MultiMerge nodes based on their contents.","Public","2026-09-06","Windows;macOS;Linux","","https://github.com/neezr/Auto-Rename-for-DaVinci-Resolve#readme","2026-09-06","17","2026-04-11T14:08:51Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","neezr/Anchor-Point-Corners-for-DaVinci-Resolve","https://github.com/neezr/Anchor-Point-Corners-for-DaVinci-Resolve","Set Fusion anchor points to corners and edges. Studio instructions; timeline keyframes are unsupported.","Public","2026-09-06","Windows;macOS;Linux","","https://github.com/neezr/Anchor-Point-Corners-for-DaVinci-Resolve#readme","2026-09-06","6","2026-04-16T19:59:07Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","horshack-dpreview/RefreshResolveMedia","https://github.com/horshack-dpreview/RefreshResolveMedia","Force Resolve to refresh stale media after files are edited outside Resolve.","Free","2026-09-06","Windows;macOS","","https://github.com/horshack-dpreview/RefreshResolveMedia#readme","2026-09-06","14","2025-01-05T07:59:12Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","austinwitherspoon/resolve-bulk-exporter","https://github.com/austinwitherspoon/resolve-bulk-exporter","Queue multiple timelines for bulk export using the Resolve Python API.","Free","2026-09-06","Windows","Tested only on Windows 10 with Resolve 17 Studio.","https://github.com/austinwitherspoon/resolve-bulk-exporter#readme","2026-09-06","13","2021-02-28T02:21:23Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","IgorRidanovic/DaVinciResolve-ClipLister","https://github.com/IgorRidanovic/DaVinciResolve-ClipLister","Export bin clip metadata as CSV or HTML. Legacy example of the Resolve 15 scripting API.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/IgorRidanovic/DaVinciResolve-ClipLister#readme","2026-09-06","32","2018-09-14T05:38:40Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","IgorRidanovic/DaVinciResolve-ExportProjects","https://github.com/IgorRidanovic/DaVinciResolve-ExportProjects","Export projects as DRP files and then DELETE the source projects from the project manager. Resolve Studio 16+; this is a destructive archive/move workflow.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/IgorRidanovic/DaVinciResolve-ExportProjects#readme","2026-09-06","19","2022-02-02T23:17:10Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","IgorRidanovic/ChangeClipTimecode","https://github.com/IgorRidanovic/ChangeClipTimecode","Batch-change source clip start timecodes in the current bin. Requires Resolve Studio.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/IgorRidanovic/ChangeClipTimecode#readme","2026-09-06","15","2021-07-14T06:20:23Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ChristyKail/resolve_auto_import","https://github.com/ChristyKail/resolve_auto_import","Finder Quick Action that imports camera rolls into bins and creates per-card timelines. Studio external scripting; tested 19.0.3–20.2.2.","Public","2026-09-06","macOS","","https://github.com/ChristyKail/resolve_auto_import#readme","2026-09-06","10","2026-06-13T18:33:45Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","heyJordanParker/resolve-advanced-importer","https://github.com/heyJordanParker/resolve-advanced-importer","Watch a folder and import new media into a selected Resolve bin. Requires external scripting enabled locally.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/heyJordanParker/resolve-advanced-importer#readme","2026-09-06","16","2022-01-11T05:23:26Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","ynput/ayon-resolve","https://github.com/ynput/ayon-resolve","Resolve integration addon for the AYON production pipeline. Requires an AYON deployment; infrastructure terms are separate.","Free; AYON infrastructure separate","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/ynput/ayon-resolve#readme","2026-09-06","13","2026-09-14T18:21:06Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","VladasTamosiunas/GPX-Visualization-Davinci","https://github.com/VladasTamosiunas/GPX-Visualization-Davinci","Generate Fusion map and GPS-track overlays from GPX data synchronized to video.","Free","2026-09-06","Windows;macOS;Linux","","https://github.com/VladasTamosiunas/GPX-Visualization-Davinci#readme","2026-09-06","14","2025-03-12T19:34:07Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","silverqsy/cine-immersive-stabilizer","https://github.com/silverqsy/cine-immersive-stabilizer","Convert URSA Cine Immersive BRAW gyro/IMU data into Fusion PanoMap rotation keyframes.","Public","2026-09-06","macOS","macOS 13+ on Apple Silicon documented.","https://github.com/silverqsy/cine-immersive-stabilizer#readme","2026-09-06","10","2026-04-17T14:06:52Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","in03/patchwork","https://github.com/in03/patchwork","Early prototype for patching changed render segments with Resolve and FFmpeg. Roadmap still lists codec patching and automatic change detection as unfinished.","Free; prototype","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/in03/patchwork#readme","2026-09-06","7","2024-05-30T10:51:19Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","walter-arrighetti/ResolveDB_backup","https://github.com/walter-arrighetti/ResolveDB_backup","Scheduled PostgreSQL project-server backups. Requires server administration and matching PostgreSQL configuration.","Free","2026-09-06","Windows;macOS;Linux","","https://github.com/walter-arrighetti/ResolveDB_backup#readme","2026-09-06","13","2020-10-01T09:02:48Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","IgorRidanovic/Resolve-backup-Postgres","https://github.com/IgorRidanovic/Resolve-backup-Postgres","PostgreSQL backup scripts for Resolve project databases. Legacy documentation warns about cross-OS restoration limitations.","Free","2026-09-06","Windows;macOS;Linux","","https://github.com/IgorRidanovic/Resolve-backup-Postgres#readme","2026-09-06","25","2018-02-06T21:13:43Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","veryqiang/footbrake","https://github.com/veryqiang/footbrake","Archived GUI for media/timeline automation, rendering, transcoding, and XML/AAF workflows.","Free; archived","2026-09-06","macOS","Legacy testing covers macOS 10.15 and Resolve 16.1.2/16.2 only.","https://github.com/veryqiang/footbrake#readme","2026-09-06","13","2020-03-09T07:55:01Z","2026-09-15T05:06:04.860Z"
"Linux installation, compatibility, and troubleshooting","fedsfarm/drwrap","https://github.com/fedsfarm/drwrap","Resolve wrapper for codec conversion, clipboard, and drag-and-drop workarounds.","Free","2026-09-06","Linux","Tested on Arch/Hyprland with Studio 21; feature support varies by desktop.","https://github.com/fedsfarm/drwrap#readme","2026-09-06","26","2026-07-21T20:53:08Z","2026-09-15T05:06:04.860Z"
"Linux installation, compatibility, and troubleshooting","gohny/davinconv","https://github.com/gohny/davinconv","FFmpeg Bash conversion helper for preparing footage for Resolve on Linux.","Free","2026-09-06","Linux","","https://github.com/gohny/davinconv#readme","2026-09-06","24","2026-01-27T23:33:13Z","2026-09-15T05:06:04.860Z"
"Encoding, codecs, proxy generation, rendering, and project servers","ctsrc/ffmpeg-extract-clips-davinci-resolve-edl","https://github.com/ctsrc/ffmpeg-extract-clips-davinci-resolve-edl","Rust/FFmpeg utility that extracts source clip ranges from a Resolve EDL. Documentation targets Resolve 16.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/ctsrc/ffmpeg-extract-clips-davinci-resolve-edl#readme","2026-09-06","16","2024-12-04T18:38:22Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","in03/squawk","https://github.com/in03/squawk","Archived Whisper subtitle integration that renders timeline audio, transcribes it, and imports subtitles. Resolve 18 only; no longer maintained.","Free; archived","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/in03/squawk#readme","2026-09-06","40","2024-11-01T21:53:30Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","randyrektor/DaVinci-Gate","https://github.com/randyrektor/DaVinci-Gate","Analyze per-speaker podcast silence and rebuild gated audio tracks after preview. Requires Resolve 20+ and FFmpeg.","Public","2026-09-06","Windows;macOS;Linux","","https://github.com/randyrektor/DaVinci-Gate#readme","2026-09-06","11","2026-07-03T18:39:37Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","atmosfar/srt_to_textplus","https://github.com/atmosfar/srt_to_textplus","Generate animated Fusion TextPlus titles from SRT subtitles. Legacy external Python 2.7 workflow.","Public","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/atmosfar/srt_to_textplus#readme","2026-09-06","12","2020-09-10T23:11:31Z","2026-09-15T05:06:04.860Z"
"Developer libraries and scripting references","czukowski/fusionscript-stubs","https://github.com/czukowski/fusionscript-stubs","Python type stubs providing IDE completion for the Fusion scripting API.","Free","2026-09-06","Reference","","https://github.com/czukowski/fusionscript-stubs#readme","2026-09-06","16","2026-07-11T10:11:09Z","2026-09-15T05:06:04.860Z"
"Developer libraries and scripting references","FusionPixelStudio/Davinci-Resolve-Functions-Toolkit","https://github.com/FusionPixelStudio/Davinci-Resolve-Functions-Toolkit","VS Code toolkit with Resolve API snippets and scripting templates for Lua, Python, and JavaScript.","Free","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/FusionPixelStudio/Davinci-Resolve-Functions-Toolkit#readme","2026-09-06","11","2025-03-02T19:07:16Z","2026-09-15T05:06:04.860Z"
"Developer libraries and scripting references","gingray/openfx-template","https://github.com/gingray/openfx-template","C++ OpenFX starter template for plugin developers.","Public","2026-09-06","macOS","Only macOS builds documented; Windows support is future work.","https://github.com/gingray/openfx-template#readme","2026-09-06","16","2021-08-10T21:40:48Z","2026-09-15T05:06:04.860Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","KipJM/blackmacro-lib","https://github.com/KipJM/blackmacro-lib","USB Speed Editor emulation firmware for custom microcontroller/macropad projects. Hardware required; Bluetooth and iPad support are absent.","Free; AGPLv3 stated upstream, hardware separate","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/KipJM/blackmacro-lib#readme","2026-09-06","12","2026-06-16T10:30:06Z","2026-09-15T05:06:04.860Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","JamesBalazs/speed-editor-client","https://github.com/JamesBalazs/speed-editor-client","Go HID client for using the Speed Editor outside Resolve, with a volume-control example. Requires the physical controller.","Free; hardware separate","2026-09-06","Windows;macOS;Linux","","https://github.com/JamesBalazs/speed-editor-client#readme","2026-09-06","9","2026-04-10T13:14:22Z","2026-09-15T05:06:04.860Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","ra100/micro-color-panel-controller","https://github.com/ra100/micro-color-panel-controller","Prototype controller support for using the Blackmagic Micro Color Panel outside Resolve. Requires the physical panel.","Free; MIT stated upstream, hardware separate","2026-09-06","Windows;macOS;Linux","","https://github.com/ra100/micro-color-panel-controller#readme","2026-09-06","10","2025-11-01T21:57:06Z","2026-09-15T05:06:04.860Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","OlliV/resolve-hui-tc-updater","https://github.com/OlliV/resolve-hui-tc-updater","Update a HUI/MCU controller's timecode display from Resolve using sendmidi. Tested with X-Touch One; updates can occasionally fail.","Public","2026-09-06","Unverified","OS support not established by the reviewed documentation.","https://github.com/OlliV/resolve-hui-tc-updater#readme","2026-09-06","4","2022-05-01T06:08:52Z","2026-09-15T05:06:04.860Z"
"Hardware, control surfaces, MIDI, and Speed Editor tools","FoxDanger/Control-Booster-OpenSourceCode","https://github.com/FoxDanger/Control-Booster-OpenSourceCode","Source release of the Control Booster OSC/Tangent mapping utility built with AutoHotkey.","Public","2026-09-06","Windows","Windows implementation; macOS code is an early prototype.","https://github.com/FoxDanger/Control-Booster-OpenSourceCode#readme","2026-09-06","8","2024-06-18T15:11:27Z","2026-09-15T05:06:04.860Z"
"AI assistants, MCP servers, and ComfyUI integrations","WDegan/metafootage-davinci-resolve","https://github.com/WDegan/metafootage-davinci-resolve","Generate footage keywords and descriptions using Gemini or OpenAI. Selected frames are sent to the provider; API usage may cost extra.","Free; external API fees may apply","2026-09-06","Windows;macOS;Linux","","https://github.com/WDegan/metafootage-davinci-resolve#readme","2026-09-06","4","2026-01-15T22:38:03Z","2026-09-15T05:06:04.860Z"
"AI assistants, MCP servers, and ComfyUI integrations","wassermanproductions/unofficial-davinci-mcp","https://github.com/wassermanproductions/unofficial-davinci-mcp","MCP integration with live Studio control and a Free-edition interchange workflow using FCPXML/LUTs. Studio 21 verified upstream.","Free","2026-09-06","macOS;Linux","","https://github.com/wassermanproductions/unofficial-davinci-mcp#readme","2026-09-06","34","2026-07-20T08:12:15Z","2026-09-15T05:06:04.860Z"
"Color grading, DCTLs, film looks, and color science","Lo1s-pgn/Simple-LUT-Generator","https://github.com/Lo1s-pgn/Simple-LUT-Generator","OpenFX pair for generating a color grid and exporting sampled LUTs. LUTs cannot faithfully capture spatial or temporal effects.","Free","2026-09-06","Windows;macOS","Windows and macOS 11+ universal builds.","https://github.com/Lo1s-pgn/Simple-LUT-Generator#readme","2026-09-06","4","2026-09-02T23:03:35Z","2026-09-15T05:06:04.860Z"
"Fusion, motion graphics, visual effects, and package management","Dec18studios/Dec18-Plugin-Manager","https://github.com/Dec18studios/Dec18-Plugin-Manager","Plugin download/update manager with hash checks and backups. Individual plugins have separate licenses and may be paid.","Mixed; plugin licenses separate","2026-09-06","Windows;macOS;Linux","","https://github.com/Dec18studios/Dec18-Plugin-Manager#readme","2026-09-06","6","2026-09-14T19:33:52Z","2026-09-15T05:06:04.860Z"
"Subtitles, transcription, dialogue cleanup, and automatic editing","acrilique/automarker-clay","https://github.com/acrilique/automarker-clay","Music-tempo beat detection and timeline markers for Resolve Studio, Premiere Pro, and After Effects. Successor to the archived AutoMarker.","Free","2026-09-06","Windows;macOS;Linux","Linux AppImage exists, but upstream discourages Linux use because testing is limited.","https://github.com/acrilique/automarker-clay#readme","2026-09-06","10","2025-12-16T12:27:17Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","h9d6hrbzyn-debug/Marker-Madness-Suite-for-Davinci-Resolve","https://github.com/h9d6hrbzyn-debug/Marker-Madness-Suite-for-Davinci-Resolve","Five-tool suite for marker management, clip renaming, tracks, running-time planning, and clip collection. Upstream claims Resolve 18+ Free/Studio; Python 3 required for scripts.","Free; upstream download terms","2026-09-06","Windows;macOS","","https://github.com/h9d6hrbzyn-debug/Marker-Madness-Suite-for-Davinci-Resolve#readme","2026-09-06","2","2026-08-26T20:16:54Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/Fusion-MediaIn-ID-Update-","https://github.com/postflows/Fusion-MediaIn-ID-Update-","Repair Fusion MediaIn IDs after transferring projects by matching files in the current Media Pool. Filename collisions can choose the wrong source.","Free; MIT stated upstream","2026-09-06","Windows;macOS;Linux","","https://github.com/postflows/Fusion-MediaIn-ID-Update-#readme","2026-09-06","2","2026-04-20T18:52:44Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-batch-rename","https://github.com/postflows/resolve-batch-rename","Batch-rename Media Pool clips and timelines with previews, counters, and filename restoration. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-batch-rename#readme","2026-09-06","2","2026-03-11T17:55:54Z","2026-09-15T05:06:04.860Z"
"Productivity scripts, workflow bridges, and integrations","postflows/resolve-clip-marker-tool","https://github.com/postflows/resolve-clip-marker-tool","Create and modify clip/duration markers by clip type, track, and color. Resolve Studio 20+.","Free","2026-09-06","Windows;macOS","","https://github.com/postflows/resolve-clip-marker-tool#readme","2026-09-06","0","2026-03-11T17:58:19Z","2026-09-15T05:06:04.860Z"
